schema_version,protocol_id,protocol_sha256,schedule_seed,schedule_sha256,trial_id,execution_id,sequence_index,run_number,image_block_position,condition_position,condition,prompt_version,prompt_sha256,evaluation_manifest_sha256,image_id,filename,image_path,image_sha256,model_key,provider,requested_model,actual_model,sdk_version,temperature_requested,reasoning_setting,image_detail,request_started_at_utc,response_received_at_utc,duration_seconds,attempts_used,status,label,confidence,brief_reason,error_type,error_message,http_status,response_id,input_tokens,output_tokens,reasoning_tokens,total_tokens,raw_output,raw_json_path
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,2af6b4d450e01b1edb94b22a7548f8ebbbc9f19129a9a17c44e28d601a5d2756,,75,2,9,3,p1,p1-structured-control-v1-2026-09-05,b9621814e5a2bb839e6f399c5bf42940989a14efca909b15427ab68e3ae9432d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,34-4,34-4.jpg,images/34-4.jpg,54b77dd8508b18cc320701e2e5d4c650978915a6fa05d172f0e86ddea6abe0a1,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:24:35.644616+00:00,2026-09-05T23:24:41.489535+00:00,5.845,1,success,Harm,85,"The image depicts a person in a state of visible distress (hunched posture, head down) within a degrading environment characterized by rust, grime, and surveillance. The presence of medical monitors displaying 'CRITICAL STRESS' and 'IRREGULAR' vitals, alongside signs indicating 'PROTOCOL FAILURE', strongly suggests the subject is undergoing physical or emotional suffering and harm. While elements of degradation (filthy room) and lack of care are present, the active indicators of physiological distress and the 'critical' nature of the situation make Harm the primary moral concern.",,,,,2251,143,,2394,"{
  ""label"": ""Harm"",
  ""confidence"": 85,
  ""brief_reason"": ""The image depicts a person in a state of visible distress (hunched posture, head down) within a degrading environment characterized by rust, grime, and surveillance. The presence of medical monitors displaying 'CRITICAL STRESS' and 'IRREGULAR' vitals, alongside signs indicating 'PROTOCOL FAILURE', strongly suggests the subject is undergoing physical or emotional suffering and harm. While elements of degradation (filthy room) and lack of care are present, the active indicators of physiological distress and the 'critical' nature of the situation make Harm the primary moral concern.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,b25522641432336775aa6f2e7186afb5946a12ee7b7511b8f04021cc4ce30a62,,76,2,10,1,p2,p2-blind-nonoverlap-cues-v1-2026-09-05,482dce5b0ed5faf3ec20bdf32b51d0eb2212e901d18dde12a59c1f710160df8d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,15-3,15-3.jpg,images/15-3.jpg,6f28dbc5170e67ac96e4ab80c38be2299d567d14bc2e675cad060a9c0181f35c,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:24:42.019503+00:00,2026-09-05T23:24:49.023603+00:00,7.004,1,success,Care,85,"The image depicts a scene strongly resembling a medical or disaster response training exercise. The presence of a soldier in full combat gear interacting with individuals wearing prosthetic 'blood' makeup (indicating simulated injury) alongside a person in a Red Cross vest suggests a scenario focused on emergency aid and casualty care. The primary moral theme conveyed by the interaction between these roles is the provision of help and support to those in need (Care). While it involves military personnel, there is no visual evidence of actual violence or harm being inflicted, making 'Harm' incorrect. It is not clearly about fairness, loyalty, or authority dynamics.",,,,,3909,151,,4060,"{
  ""label"": ""Care"",
  ""confidence"": 85,
  ""brief_reason"": ""The image depicts a scene strongly resembling a medical or disaster response training exercise. The presence of a soldier in full combat gear interacting with individuals wearing prosthetic 'blood' makeup (indicating simulated injury) alongside a person in a Red Cross vest suggests a scenario focused on emergency aid and casualty care. The primary moral theme conveyed by the interaction between these roles is the provision of help and support to those in need (Care). While it involves military personnel, there is no visual evidence of actual violence or harm being inflicted, making 'Harm' incorrect. It is not clearly about fairness, loyalty, or authority dynamics.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,87c658ca5890fa6aaa516f7866f151f9b5ab5c6ff3cb7df715b1d284198a12a1,,77,2,10,2,p0,p0-baseline-v2,1c1a1676abde21bda6ea8cf6eef5a6ca2bb99ecef928005f0fe5aed4769d0fa1,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,15-3,15-3.jpg,images/15-3.jpg,6f28dbc5170e67ac96e4ab80c38be2299d567d14bc2e675cad060a9c0181f35c,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:24:49.553264+00:00,2026-09-05T23:24:57.618171+00:00,8.065,1,success,Care,85,"The image depicts a scene that strongly resembles a medical or humanitarian training exercise. The presence of a soldier in full combat gear alongside an individual wearing a Red Cross vest suggests a focus on emergency response and aid. The interaction between the figures appears to be instructional or supportive rather than adversarial. This aligns with the category of 'Care,' which encompasses compassion, helping, and protection from harm. While the context is likely a simulation (training), the primary moral theme conveyed by the visual symbols (Red Cross) and roles (soldier/medic) is the provision of care and assistance.",,,,,3488,146,,3634,"{
  ""label"": ""Care"",
  ""confidence"": 85,
  ""brief_reason"": ""The image depicts a scene that strongly resembles a medical or humanitarian training exercise. The presence of a soldier in full combat gear alongside an individual wearing a Red Cross vest suggests a focus on emergency response and aid. The interaction between the figures appears to be instructional or supportive rather than adversarial. This aligns with the category of 'Care,' which encompasses compassion, helping, and protection from harm. While the context is likely a simulation (training), the primary moral theme conveyed by the visual symbols (Red Cross) and roles (soldier/medic) is the provision of care and assistance.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,33a180ca3c3f506feb3a5f4c1322db6420a4a27cde3f52a10815b2dcd4cd30eb,,78,2,10,3,p1,p1-structured-control-v1-2026-09-05,b9621814e5a2bb839e6f399c5bf42940989a14efca909b15427ab68e3ae9432d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,15-3,15-3.jpg,images/15-3.jpg,6f28dbc5170e67ac96e4ab80c38be2299d567d14bc2e675cad060a9c0181f35c,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:24:58.146575+00:00,2026-09-05T23:25:14.524057+00:00,16.377,1,success,Care,85,"The image depicts a scene that strongly resembles a medical or humanitarian training exercise. The presence of a soldier in full combat gear interacting with individuals wearing traditional clothing and a person in a Red Cross vest suggests a context of aid, protection, or emergency response. The primary moral theme conveyed by these symbols (military protection, medical assistance) is concern for well-being and safety. While the specific interaction could be interpreted as communication or instruction, the overarching visual narrative points towards Care rather than conflict (Harm), authority dynamics (Respect/Authority), or other categories.",,,,,3728,140,,3868,"{
  ""label"": ""Care"",
  ""confidence"": 85,
  ""brief_reason"": ""The image depicts a scene that strongly resembles a medical or humanitarian training exercise. The presence of a soldier in full combat gear interacting with individuals wearing traditional clothing and a person in a Red Cross vest suggests a context of aid, protection, or emergency response. The primary moral theme conveyed by these symbols (military protection, medical assistance) is concern for well-being and safety. While the specific interaction could be interpreted as communication or instruction, the overarching visual narrative points towards Care rather than conflict (Harm), authority dynamics (Respect/Authority), or other categories.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,af1a578e77f62fe6d414ea88929a184c9953b0f550a2b9ef4227dc9e142678c9,,79,2,11,1,p1,p1-structured-control-v1-2026-09-05,b9621814e5a2bb839e6f399c5bf42940989a14efca909b15427ab68e3ae9432d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,25-2,25-2.jpg,images/25-2.jpg,f2c8b7b650119d1d77c11d0589ceb662f0e41da70262e74f89249661c27fd484,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:15.054861+00:00,2026-09-05T23:25:19.241918+00:00,4.187,1,success,Fairness,85,"The image depicts a public demonstration featuring a large rainbow flag and participants actively protesting. The primary moral concern conveyed by such scenes is typically the pursuit of justice, equality, and equal rights for a specific group, which aligns with the 'Fairness' category. While elements like solidarity (Loyalty) are present, the overarching purpose of a protest march is generally to address perceived inequities or demand fair treatment.",,,,,2251,113,,2364,"{
  ""label"": ""Fairness"",
  ""confidence"": 85,
  ""brief_reason"": ""The image depicts a public demonstration featuring a large rainbow flag and participants actively protesting. The primary moral concern conveyed by such scenes is typically the pursuit of justice, equality, and equal rights for a specific group, which aligns with the 'Fairness' category. While elements like solidarity (Loyalty) are present, the overarching purpose of a protest march is generally to address perceived inequities or demand fair treatment.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,60c5a59ff807b98eb2d12973ee69363165cdeecad603a7247aa51fc55a3fd18a,,80,2,11,2,p2,p2-blind-nonoverlap-cues-v1-2026-09-05,482dce5b0ed5faf3ec20bdf32b51d0eb2212e901d18dde12a59c1f710160df8d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,25-2,25-2.jpg,images/25-2.jpg,f2c8b7b650119d1d77c11d0589ceb662f0e41da70262e74f89249661c27fd484,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:19.774365+00:00,2026-09-05T23:25:24.593972+00:00,4.82,1,success,Fairness,85,"The image depicts a public demonstration featuring a large rainbow flag and participants actively chanting or shouting. These visual cues strongly indicate a protest advocating for civil rights, equality, and social justice, which aligns with the 'Fairness' category concerning rights and equitable treatment. While 'Loyalty' (solidarity) is present in the group dynamic, the primary moral purpose of such a gathering is typically to address issues of fairness and rights.",,,,,2432,116,,2548,"{
  ""label"": ""Fairness"",
  ""confidence"": 85,
  ""brief_reason"": ""The image depicts a public demonstration featuring a large rainbow flag and participants actively chanting or shouting. These visual cues strongly indicate a protest advocating for civil rights, equality, and social justice, which aligns with the 'Fairness' category concerning rights and equitable treatment. While 'Loyalty' (solidarity) is present in the group dynamic, the primary moral purpose of such a gathering is typically to address issues of fairness and rights.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,f7b69bfc718824a7654c098842f484aff58bf834876bc01f620435f2a6789617,,81,2,11,3,p0,p0-baseline-v2,1c1a1676abde21bda6ea8cf6eef5a6ca2bb99ecef928005f0fe5aed4769d0fa1,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,25-2,25-2.jpg,images/25-2.jpg,f2c8b7b650119d1d77c11d0589ceb662f0e41da70262e74f89249661c27fd484,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:25.125543+00:00,2026-09-05T23:25:29.906228+00:00,4.781,1,success,Fairness,95,"The image depicts a public demonstration featuring a large rainbow flag, which is a widely recognized symbol for the LGBTQ+ community. The participants are actively protesting and advocating for rights and equality. This visual context strongly aligns with the category of Fairness, which encompasses concerns for justice, equality, and rights. While elements of Loyalty (solidarity among protesters) and Subversion (challenging status quo) are present, the primary moral theme conveyed by a rights-based protest is the pursuit of fairness and equal treatment.",,,,,2011,132,,2143,"{
  ""label"": ""Fairness"",
  ""confidence"": 95,
  ""brief_reason"": ""The image depicts a public demonstration featuring a large rainbow flag, which is a widely recognized symbol for the LGBTQ+ community. The participants are actively protesting and advocating for rights and equality. This visual context strongly aligns with the category of Fairness, which encompasses concerns for justice, equality, and rights. While elements of Loyalty (solidarity among protesters) and Subversion (challenging status quo) are present, the primary moral theme conveyed by a rights-based protest is the pursuit of fairness and equal treatment.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,033b557a61353fb5d2f370ee903d6a85edec48e8604ea656ceecf4b6978dea7f,,82,2,12,1,p0,p0-baseline-v2,1c1a1676abde21bda6ea8cf6eef5a6ca2bb99ecef928005f0fe5aed4769d0fa1,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,16-2,16-2.jpg,images/16-2.jpg,b19fe338347260d6f82e12bf5b43634b2f0503089cdbb715f9dfe13c1d5639b4,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:30.432212+00:00,2026-09-05T23:25:33.736124+00:00,3.304,1,success,Harm,95,"The image explicitly depicts a violent physical altercation where one individual is choking another. The visible distress, facial expressions of pain and aggression, and the act of strangulation clearly convey physical suffering and violence, which falls squarely under the category of Harm.",,,,,1515,77,,1592,"{
  ""label"": ""Harm"",
  ""confidence"": 95,
  ""brief_reason"": ""The image explicitly depicts a violent physical altercation where one individual is choking another. The visible distress, facial expressions of pain and aggression, and the act of strangulation clearly convey physical suffering and violence, which falls squarely under the category of Harm.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,39ce89694ac0beb3b3a1c2b9b0eb9ff3d2b64478224c94b7a11752387a6853dc,,83,2,12,2,p1,p1-structured-control-v1-2026-09-05,b9621814e5a2bb839e6f399c5bf42940989a14efca909b15427ab68e3ae9432d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,16-2,16-2.jpg,images/16-2.jpg,b19fe338347260d6f82e12bf5b43634b2f0503089cdbb715f9dfe13c1d5639b4,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:34.267052+00:00,2026-09-05T23:25:37.811618+00:00,3.545,1,success,Harm,95,"The image explicitly depicts a scene of physical violence and suffering. One individual is shown in the act of physically restraining another from behind (a chokehold), while the victim displays visible signs of extreme distress, pain, and struggle. This aligns directly with the category of Harm, which covers physical injury, abuse, and cruelty.",,,,,1755,94,,1849,"{
  ""label"": ""Harm"",
  ""confidence"": 95,
  ""brief_reason"": ""The image explicitly depicts a scene of physical violence and suffering. One individual is shown in the act of physically restraining another from behind (a chokehold), while the victim displays visible signs of extreme distress, pain, and struggle. This aligns directly with the category of Harm, which covers physical injury, abuse, and cruelty.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,7c5e8128be77f1ddee4250cf7718a2435c02346d3fd5ec62d2cede133d227d87,,84,2,12,3,p2,p2-blind-nonoverlap-cues-v1-2026-09-05,482dce5b0ed5faf3ec20bdf32b51d0eb2212e901d18dde12a59c1f710160df8d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,16-2,16-2.jpg,images/16-2.jpg,b19fe338347260d6f82e12bf5b43634b2f0503089cdbb715f9dfe13c1d5639b4,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:38.335925+00:00,2026-09-05T23:25:41.287659+00:00,2.952,1,success,Harm,95,"The image explicitly depicts a physical altercation where one individual is aggressively restraining another from behind. The visible distress on the faces of both subjects and the aggressive nature of the physical contact (grasping the neck/chest area) strongly convey violence and physical suffering, which falls squarely under the category of Harm.",,,,,1936,89,,2025,"{
  ""label"": ""Harm"",
  ""confidence"": 95,
  ""brief_reason"": ""The image explicitly depicts a physical altercation where one individual is aggressively restraining another from behind. The visible distress on the faces of both subjects and the aggressive nature of the physical contact (grasping the neck/chest area) strongly convey violence and physical suffering, which falls squarely under the category of Harm.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,ed8cf6d9f738d2b8e6390e78441806efc7366005e75d8aa22544d928322ade1b,,85,2,13,1,p1,p1-structured-control-v1-2026-09-05,b9621814e5a2bb839e6f399c5bf42940989a14efca909b15427ab68e3ae9432d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,5-1,5-1.jpg,images/5-1.jpg,589bad34aefce12c54edbac3b2719b2364fea38829d953c2dd548960607a1ff1,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:41.812844+00:00,2026-09-05T23:25:43.742419+00:00,1.93,1,success,Harm,95,"The image prominently features a young boy in the foreground with visible tears streaming down his face and his mouth open in a scream or cry of distress. This direct visual evidence of intense emotional suffering and anguish makes 'Harm' the most appropriate category, as it captures the primary moral concern of visible pain and distress.",,,,,1737,91,,1828,"{
  ""label"": ""Harm"",
  ""confidence"": 95,
  ""brief_reason"": ""The image prominently features a young boy in the foreground with visible tears streaming down his face and his mouth open in a scream or cry of distress. This direct visual evidence of intense emotional suffering and anguish makes 'Harm' the most appropriate category, as it captures the primary moral concern of visible pain and distress.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,f6185d3ae0830fee90b6eb99c8f51f344ecefc42abde7e7af05c25818fcda105,,86,2,13,2,p2,p2-blind-nonoverlap-cues-v1-2026-09-05,482dce5b0ed5faf3ec20bdf32b51d0eb2212e901d18dde12a59c1f710160df8d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,5-1,5-1.jpg,images/5-1.jpg,589bad34aefce12c54edbac3b2719b2364fea38829d953c2dd548960607a1ff1,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:44.265017+00:00,2026-09-05T23:25:47.587480+00:00,3.322,1,success,Harm,95,"The image prominently features a young boy in the foreground with an expression of intense emotional suffering, crying with his mouth open. The surrounding crowd displays visible distress, anxiety, and desperation through their facial expressions and body language (e.g., hands raised). This visual evidence of acute psychological pain and distress aligns best with the category of Harm, which covers emotional suffering.",,,,,1918,101,,2019,"{
  ""label"": ""Harm"",
  ""confidence"": 95,
  ""brief_reason"": ""The image prominently features a young boy in the foreground with an expression of intense emotional suffering, crying with his mouth open. The surrounding crowd displays visible distress, anxiety, and desperation through their facial expressions and body language (e.g., hands raised). This visual evidence of acute psychological pain and distress aligns best with the category of Harm, which covers emotional suffering.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,331ef16b2b9a813435ed7fc211e8be124fce69ba33ad72c4679bc54ac76f7777,,87,2,13,3,p0,p0-baseline-v2,1c1a1676abde21bda6ea8cf6eef5a6ca2bb99ecef928005f0fe5aed4769d0fa1,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,5-1,5-1.jpg,images/5-1.jpg,589bad34aefce12c54edbac3b2719b2364fea38829d953c2dd548960607a1ff1,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:48.113811+00:00,2026-09-05T23:25:50.265273+00:00,2.151,1,success,Harm,95,"The image prominently features a young boy in the foreground with his mouth open in a scream and tears streaming down his face, conveying intense emotional suffering. The surrounding crowd displays expressions of distress, anxiety, and desperation. This visible evidence of acute psychological pain and vulnerability makes 'Harm' (specifically emotional suffering) the primary moral concern conveyed by the scene.",,,,,1497,100,,1597,"{
  ""label"": ""Harm"",
  ""confidence"": 95,
  ""brief_reason"": ""The image prominently features a young boy in the foreground with his mouth open in a scream and tears streaming down his face, conveying intense emotional suffering. The surrounding crowd displays expressions of distress, anxiety, and desperation. This visible evidence of acute psychological pain and vulnerability makes 'Harm' (specifically emotional suffering) the primary moral concern conveyed by the scene.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,086915fcc92f597161af2dffd42e98745e508b0605bc054222170fcd350ae2c6,,88,2,14,1,p1,p1-structured-control-v1-2026-09-05,b9621814e5a2bb839e6f399c5bf42940989a14efca909b15427ab68e3ae9432d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,o-1,o-1.jpg,images/o-1.jpg,465ce5e16a46ae2345602e9171dd9d71e3f2541db1587e0b00b60a3ad76e919e,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:50.794032+00:00,2026-09-05T23:25:53.544751+00:00,2.751,1,success,None of these / Not clearly moral in nature,95,"The image depicts two students sitting at a desk, appearing to be focused on writing or taking an exam. While the proximity of the students might suggest the possibility of cheating (Category 4), there is no visible evidence of rule-breaking, deception, or unfair advantage; they are simply performing a standard academic task. Similarly, there are no visual indicators of care, harm, unfairness, or other specific moral concerns from the provided list. The scene represents a neutral activity without clear moral valence.",,,,,1759,135,,1894,"{
  ""label"": ""None of these / Not clearly moral in nature"",
  ""confidence"": 95,
  ""brief_reason"": ""The image depicts two students sitting at a desk, appearing to be focused on writing or taking an exam. While the proximity of the students might suggest the possibility of cheating (Category 4), there is no visible evidence of rule-breaking, deception, or unfair advantage; they are simply performing a standard academic task. Similarly, there are no visual indicators of care, harm, unfairness, or other specific moral concerns from the provided list. The scene represents a neutral activity without clear moral valence.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,56959ed62b1360efdb246e5bc2927b2e331c8487edb91109c0b1a636ad97ae10,,89,2,14,2,p2,p2-blind-nonoverlap-cues-v1-2026-09-05,482dce5b0ed5faf3ec20bdf32b51d0eb2212e901d18dde12a59c1f710160df8d,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,o-1,o-1.jpg,images/o-1.jpg,465ce5e16a46ae2345602e9171dd9d71e3f2541db1587e0b00b60a3ad76e919e,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:54.066668+00:00,2026-09-05T23:25:57.122409+00:00,3.056,1,success,None of these / Not clearly moral in nature,95,"The image depicts two students sitting at a desk and writing on paper. While the setting implies an academic context where rules against cheating exist, there is no visible evidence of rule-breaking, deception, or unfair advantage (such as looking at each other's papers). The subjects are simply focused on their work. Without explicit visual cues indicating misconduct or a specific moral conflict, classifying this as 'Cheating' would require inferring hidden intentions not supported by the scene.",,,,,1940,128,,2068,"{
  ""label"": ""None of these / Not clearly moral in nature"",
  ""confidence"": 95,
  ""brief_reason"": ""The image depicts two students sitting at a desk and writing on paper. While the setting implies an academic context where rules against cheating exist, there is no visible evidence of rule-breaking, deception, or unfair advantage (such as looking at each other's papers). The subjects are simply focused on their work. Without explicit visual cues indicating misconduct or a specific moral conflict, classifying this as 'Cheating' would require inferring hidden intentions not supported by the scene.""
}",
prompt-results-v1,visual-cue-prompt-pilot-v1,010ecf86752795948c65f735a12ca5ef23a0b79726346feeeec6b2e8a0d97fd9,20260905,4abacadab7776f19f410667a58dab254f25527fef3a254f29b2f95a6ed48d37c,a02a1872bf340afbded880a43d465046bc1a581e6ad100dbf7d3788bcf8489a2,,90,2,14,3,p0,p0-baseline-v2,1c1a1676abde21bda6ea8cf6eef5a6ca2bb99ecef928005f0fe5aed4769d0fa1,b0df04e619c332a72d33e5061a92e225ef3b9a537c9dcb40ee78e063f56dfcdd,o-1,o-1.jpg,images/o-1.jpg,465ce5e16a46ae2345602e9171dd9d71e3f2541db1587e0b00b60a3ad76e919e,qwen36,Alibaba Cloud Model Studio,qwen3.6-flash-2026-04-16,qwen3.6-flash-2026-04-16,2.48.0,0,"{""enable_thinking"": false}",provider_default,2026-09-05T23:25:57.648730+00:00,2026-09-05T23:26:00.193692+00:00,2.545,1,success,None of these / Not clearly moral in nature,95,"The image depicts two students sitting side-by-side and writing on paper. While the proximity might suggest a possibility of academic dishonesty (Cheating), there is no visible evidence of rule-breaking, deception, or unfair advantage; they could simply be taking an exam independently. Similarly, there are no visual cues for Care, Harm, Fairness, or other specific moral categories. The scene is a neutral depiction of studying or testing without clear moral indicators.",,,,,1519,125,,1644,"{
  ""label"": ""None of these / Not clearly moral in nature"",
  ""confidence"": 95,
  ""brief_reason"": ""The image depicts two students sitting side-by-side and writing on paper. While the proximity might suggest a possibility of academic dishonesty (Cheating), there is no visible evidence of rule-breaking, deception, or unfair advantage; they could simply be taking an exam independently. Similarly, there are no visual cues for Care, Harm, Fairness, or other specific moral categories. The scene is a neutral depiction of studying or testing without clear moral indicators.""
}",
